normalized_address,lat,lng,quality,source,resolved_at
"10900 S OCEAN DR, JENSEN BEACH, 34957",27.266170324887,-80.202704675976,Exact/R,census,2026-09-03T22:59:10.736Z
"10900 SR 54 1001, NEW PORT RICHEY, 34655",28.192623515683,-82.633107078293,Exact/L,census,2026-09-03T22:59:10.736Z
"10901 CORAL WAY, MIAMI, 33165",25.7473593,-80.3724917,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"10901 FRONT BEACH RD, PANAMA CITY BEACH, 32407",30.180893925557,-85.814070567831,Exact/L,census,2026-09-03T22:59:10.736Z
"10901 N MILITARY TRL, PALM BEACH GARDENS, 33410",26.83639259621,-80.105411222504,Exact/L,census,2026-08-24T03:02:29.698Z
"10901 OLD CUTLER RD, CORAL GABLES, 33156",25.672949288944,-80.278267932195,Exact/L,census,2026-09-02T23:42:22.837Z
"10901 SW 24 ST, MIAMI, 33165",25.746718270556,-80.371895891606,Exact/R,census,2026-09-02T23:42:22.837Z
"10901 W OAKLAND PARK BLVD, SUNRISE, 33351",26.168928168369,-80.295016779927,Exact/L,census,2026-09-02T23:42:22.837Z
"10902 N DALE MABRY HWY, TAMPA, 33618",28.047550656136,-82.504642904145,Exact/L,census,2026-09-03T22:59:10.736Z
"10903 LITHIA PINECREST RD, LITHIA, 33547",27.850642137784,-82.087726943132,Exact/L,census,2026-09-03T22:59:10.736Z
"10908 FRONT BEACH RD, PANAMA CITY BEACH, 32407",30.181252228954,-85.814448185276,Exact/R,census,2026-09-03T22:59:10.736Z
"1091 E 47 ST, HIALEAH, 33013",25.865655070224,-80.261473114431,Exact/L,census,2026-09-02T23:42:22.837Z
"1091 EL DORADO AVE, CLEARWATER BEACH, 33767",28.0056079,-82.8263449,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1091 ELDORADO AVE, CLEARWATER BCH, 33767",28.0056079,-82.8263449,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1091 ELDORADO AVE, CLEARWATER BEACH, 33767",28.0056079,-82.8263449,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1091 NE PINE ISLAND RD, CAPE CORAL, 33909",26.663174357862,-81.950793191827,Exact/L,census,2026-09-03T22:59:10.736Z
"1091 POSNER BLVD, DAVENPORT, 33837",28.225205454559,-81.644706969139,Exact/L,census,2026-09-03T22:59:10.736Z
"1091 W HALLANDALE BEACH BLVD, HALLANDALE BEACH, 33009",25.985154680464,-80.164076372413,Exact/R,census,2026-09-02T23:42:22.837Z
"10910 N 30 ST STE 105, TAMPA, 33612",28.047357609261,-82.426246340151,Exact/L,census,2026-09-03T22:59:10.736Z
"10910 S TRAIL CIRCLE, ORLANDO, 32837",28.408963958263,-81.405041765223,Exact/R,census,2026-09-03T22:59:10.736Z
"10910 W FLAGLER ST, MIAMI, 33174",25.768309246699,-80.373529739607,Exact/L,census,2026-09-02T23:42:22.837Z
"10911 BAYMEADOWS RD, JACKSONVILLE, 32256",30.215913558674,-81.519536150329,Exact/L,census,2026-09-03T22:59:10.736Z
"10911 STARKEY RD, LARGO, 33777",27.871040688162,-82.762254971786,Exact/R,census,2026-09-03T22:59:10.736Z
"10915 BAYMEADOWS RD BAY 101, JACKSONVILLE, 32256",30.21591355867,-81.519417216002,Exact/L,census,2026-09-03T22:59:10.736Z
"10915 BAYMEADOWS RD STE 135, JACKSONVILLE, 32256",30.21591355867,-81.519417216002,Exact/L,census,2026-09-03T22:59:10.736Z
"10915 BAYMEADOWS RD UNIT 135, JACKSONVILLE, 32256",30.21591355867,-81.519417216002,Exact/L,census,2026-09-03T22:59:10.736Z
"10915 BAYMEADOWS ROAD 105, JACKSONVILLE, 32256",30.21591355867,-81.519417216002,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"10916 ATLANTIC BLVD STE 1, JACKSONVILLE, 32225",30.324577443626,-81.518514309503,Exact/R,census,2026-09-03T22:59:10.736Z
"10916 ATLANTIC BLVD STE 8, JACKSONVILLE, 32225",30.324577443626,-81.518514309503,Exact/R,census,2026-09-03T22:59:10.736Z
"10916 ATLANTIC BLVD, JACKSONVILLE, 32225",30.324577443626,-81.518514309503,Exact/R,census,2026-09-03T22:59:10.736Z
"10916 EMERALD COAST PKWY W, MIRAMAR BEACH, 32550",30.38099516528,-86.356449514981,Exact/R,census,2026-09-03T22:59:10.736Z
"10918 N 56 ST, TAMPA, 33617",28.047267771517,-82.393743033442,Exact/L,census,2026-09-03T22:59:10.736Z
"10918 N DALE MABRY HWY, TAMPA, 33618",28.047787993158,-82.504623941644,Exact/L,census,2026-09-03T22:59:10.736Z
"10918 SATELLITE BLVD, ORLANDO, 32837",28.40763234863,-81.40165746853,Exact/R,census,2026-09-03T22:59:10.736Z
"1092 BLANDING BLVD, ORANGE PARK, 32065",30.132638029946,-81.783352946403,Exact/L,census,2026-09-03T22:59:10.736Z
"1092 S PONCE DE LEON BLVD, SAINT AUGUSTINE, 32084",29.879018754523,-81.324895708983,Exact/R,census,2026-09-03T22:59:10.736Z
"1092 S TAMIAMI TRL, OSPREY, 34229",27.181000468409,-82.483037888861,Exact/R,census,2026-09-03T22:59:10.736Z
"10920 BAYMEADOWS RD STE 3, JACKSONVILLE, 32256",30.215798967295,-81.519238814515,Exact/R,census,2026-09-03T22:59:10.736Z
"10920 BAYMEADOWS RD STE 30, JACKSONVILLE, 32256",30.215798967295,-81.519238814515,Exact/R,census,2026-09-03T22:59:10.736Z
"10920 BAYMEADOWS RD STE 4, JACKSONVILLE, 32256",30.215798967295,-81.519238814515,Exact/R,census,2026-09-03T22:59:10.736Z
"10920 BAYMEADOWS RD UNIT 33, JACKSONVILLE, 32256",30.215798967295,-81.519238814515,Exact/R,census,2026-09-03T22:59:10.736Z
"10920 CROSS CREEK BLVD, TAMPA, 33647",28.144062207803,-82.283725469062,Exact/L,census,2026-09-03T22:59:10.736Z
"10920 NW 7 AVE, MIAMI, 33168",25.874889913902,-80.210237232208,Exact/L,census,2026-09-02T23:42:22.837Z
"10920 W FLAGLER ST STE 210, MIAMI, 33174",25.768297023197,-80.374034389127,Exact/L,census,2026-09-02T23:42:22.837Z
"10920 W FLAGLER ST, MIAMI, 33174",25.768297023197,-80.374034389127,Exact/L,census,2026-09-02T23:42:22.837Z
"10921 BLOOMINGDALE AVE, RIVERVIEW, 33569",27.893558249462,-82.321572006189,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"10921 N MILITARY TRL, PALM BEACH GARDENS, 33410",26.836757855605,-80.105399808137,Exact/L,census,2026-08-24T03:02:29.698Z
"10921 SW 186 ST, MIAMI, 33157",25.5961051,-80.3692258,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"10923 S US HIGHWAY 1, PORT ST LUCIE, 34952",27.264294374426,-80.284585725964,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"10923 W COLONIAL DR, OCOEE, 34761",28.551679157014,-81.540818281555,Exact/L,census,2026-09-03T22:59:10.736Z
"10924 E COLONIAL DR, ORLANDO, 32817",28.568678708914,-81.224618601593,Exact/R,census,2026-09-03T22:59:10.736Z
"10925 GULF BLVD, TREASURE ISLAND, 33706",27.770622403765,-82.770681571333,Exact/R,census,2026-09-03T22:59:10.736Z
"10925 OVERSEAS HWY, MARATHON, 33050",24.728680254119,-81.037405407354,Exact/R,census,2026-09-03T22:59:10.736Z
"10926 N 56 STREET, TEMPLE TERRACE, 33617",28.047340959726,-82.39374303344,Exact/L,census,2026-09-03T22:59:10.736Z
"10927 GULF BLVD, TEASURE ISLAND, 33706",27.770631404322,-82.770694847153,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"10927 S FEDERAL HWY 1, PORT SAINT LUCIE, 34952",27.264265532282,-80.284568531611,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"10929 N 56 ST, TEMPLE TERRACE, 33617",28.04758158322,-82.393613193948,Exact/R,census,2026-09-03T22:59:10.736Z
"10929 SW 186 STREET, CUTLER RIDGE, 33157",25.5962115,-80.3693828,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"1093 AIA BEACH BLVD SUITE 151, SAINT AUGUSTINE, 32080",29.8584538,-81.266669,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"1093 N COLLIER BLVD STE 103, MARCO ISLAND, 34145",25.95513222235,-81.721901807166,Exact/L,census,2026-09-03T22:59:10.736Z
"1093 PURYEAR ST, SAINT AUGUSTINE, 32084",29.881781628528,-81.350225248432,Exact/L,census,2026-09-03T22:59:10.736Z
"1093 US 301, BALDWIN, 32234",30.27559958105,-81.986092854808,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1093 W MAIN ST, AVON PARK, 33825",27.595539594229,-81.514190322242,Exact/R,census,2026-09-03T22:59:10.736Z
"1093-1095 W 29 ST, HIALEAH, 33012",25.848052592887,-80.304143949747,Non_Exact/R,census,2026-09-02T23:42:22.837Z
"10930 W FLAGLER ST STE 310, SWETWATER, 33174",25.768297023199,-80.374111537214,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"10932 N 56, TEMPLE TERRACE, 33617",28.047395850882,-82.393743033438,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"10932 NW 7 AVE, MIAMI, 33168",25.874993732834,-80.210242556253,Exact/L,census,2026-09-02T23:42:22.837Z
"10933 N MILITARY TRL UNIT 116, PALM BEACH GARDENS, 33410",26.836977011242,-80.105392959518,Exact/L,census,2026-08-24T03:02:29.698Z
"10933 US HWY 19, PORT RICHEY, 34668",28.316097898907,-82.699450599688,Exact/L,census,2026-09-03T22:59:10.736Z
"10934 N CR 475, OXFORD, 34484",28.913257415683,-82.120076541041,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"10934 QUAIL COVEY RD, BOYNTON BEACH, 33436",26.5147839,-80.102233,google:ROOFTOP,google,2026-08-24T12:15:59.167Z
"10935 MAYAN DRIVE, RIVERVIEW, 33569",27.842227545299,-82.326424571799,Exact/R,census,2026-09-03T22:59:10.736Z
"10935 N 56 ST, TEMPLE TERRACE, 33617",28.047684115758,-82.393613193945,Exact/R,census,2026-09-03T22:59:10.736Z
"10935 S JOG RD STE 232, BOYNTON BEACH, 33437",26.514386109024,-80.147324844386,Non_Exact/R,census,2026-08-24T03:02:29.698Z
"10936 SR 54, NEW PORT RICHEY, 34655",28.192337967353,-82.632091699905,Exact/L,census,2026-09-03T22:59:10.736Z
"10938 N 56 ST, TEMPLE TERRACE, 33617",28.047450742039,-82.393743033436,Exact/L,census,2026-09-03T22:59:10.736Z
"1094 3 ST N, JACKSONVILLE BEACH, 32250",30.298294775697,-81.393875243482,Exact/L,census,2026-09-03T22:59:10.736Z
"1094 ALI BABA AVE, OPA-LOCKA, 33054",25.902619,-80.248211,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"10940 CROSS CREEK BLVD, TAMPA, 33647",28.14403288887,-82.283291549034,Exact/L,census,2026-09-03T22:59:10.736Z
"10940 TAMIAMI TRAIL, NAPLES, 34108",26.270972783371,-81.801539008406,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"10941 AIRPORT RD, NAPLES, 34109",,,google:GEOMETRIC_CENTER-too-coarse,google,2026-09-04T01:08:56.076Z
"10942 CROSS CREEK BLVD, TAMPA, 33647",28.144029956976,-82.283248157031,Exact/L,census,2026-09-03T22:59:10.736Z
"10942 PEMBROKE RD, MIRAMAR, 33025",25.993264362463,-80.289449226539,Exact/R,census,2026-09-02T23:42:22.837Z
"10947 BEACH BLVD, JACKSONVILLE, 32246",30.28687914481,-81.534645761958,Exact/L,census,2026-09-03T22:59:10.736Z
"10948 SW 184 ST, MIAMI, 33157",25.598045937675,-80.369525343066,Exact/L,census,2026-09-02T23:42:22.837Z
"10949 SW 186 ST, MIAMI, 33157",25.5964226,-80.3694409,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"1095 BALD EAGLE DR STE 8, MARCO ISLAND, 34145",25.968651755236,-81.727556606864,Exact/R,census,2026-09-03T22:59:10.736Z
"1095 LAMPLIGHTER DR, PALM BAY, 32907",28.025304294879,-80.707442619006,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1095 N HWY A1A, JUPITER, 33477",26.944223700468,-80.083921527418,Exact/L,census,2026-08-24T03:02:29.698Z
"1095 S MIAMI AVE, MIAMI, 33130",25.763606379136,-80.193144768779,Exact/L,census,2026-09-02T23:42:22.837Z
"1095 S UNIVERSITY DR, PLANTATION, 33324",26.107076421192,-80.250306702847,Exact/R,census,2026-09-02T23:42:22.837Z
"1095 SE 17 ST CAUSEWAY, FORT LAUDERDALE, 33316",26.100487999911,-80.130910483539,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"1095 TAMIAMI TRL N STE A, NOKOMIS, 34275",27.138177020195,-82.458212828714,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1095 W ORANGE BLOSSOM TRL, APOPKA, 32712",28.685584604501,-81.533769619303,Exact/L,census,2026-09-03T22:59:10.736Z
"10950 EAGLE VILLAGE DR SUITE 305C, FORT MYERS, 33913",26.451232473904,-81.773493962207,Exact/L,census,2026-09-03T22:59:10.736Z
"10950 N 56 ST, TEMPLE TERRACE, 33617",28.047560524352,-82.393743033432,Exact/L,census,2026-09-03T22:59:10.736Z
"10950 S CLEVELAND AVE, FT MYERS, 33907",26.580282250283,-81.87205737638,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"10950 SAN JOSE BLVD STE 12, JACKSONVILLE, 32223",30.176393888537,-81.627849037919,Exact/R,census,2026-09-03T22:59:10.736Z
"10950 SAN JOSE BLVD STE 13, JACKSONVILLE, 32223",30.176393888537,-81.627849037919,Exact/R,census,2026-09-03T22:59:10.736Z
"10950 SAN JOSE BLVD, JACKSONVILLE, 32223",30.176393888537,-81.627849037919,Exact/R,census,2026-09-03T22:59:10.736Z
"10950 SW VILLAGE PKWY, PORT ST LUCIE, 34987",27.267406970603,-80.429706453055,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"10950 US HWY 1, PORT ST LUCIE, 34952",27.264691572353,-80.284421648232,Exact/L,census,2026-09-03T22:59:10.736Z
"10950 VILLAGE CENTER DR, FORT MYERS, 33913",26.4526184,-81.77388289999999,google:RANGE_INTERPOLATED,google,2026-09-04T01:08:56.076Z
"10951 CAUSEWAY BLVD E, BRANDON, 33511",27.923025180979,-82.330744857677,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"10951 NW 27 AVE, MIAMI, 33167",25.874048896403,-80.242689728894,Exact/R,census,2026-09-02T23:42:22.837Z
"10951 OLD ST AUGUSTINE RD, JACKSONVILLE, 32257",30.176238186453,-81.604408618682,Exact/L,census,2026-09-03T22:59:10.736Z
"10952 E COUNTY HWY 30A STE 1, INLET BEACH, 32461",30.278798929385,-86.010142730195,Exact/L,census,2026-09-03T22:59:10.736Z
"10952 EAGLE VILLAGE DR STE 440, FORT MYERS, 33913",26.451232473903,-81.773462453173,Exact/L,census,2026-09-03T22:59:10.736Z
"10952 EAGLE VILLAGE DR UNIT 400D, MIROMAR LAKES, 33913",26.451232473903,-81.773462453173,Exact/L,census,2026-09-03T22:59:10.736Z
"10952 EAGLE VILLAGE DRIVE, FORT MYERS, 33913",26.451232473903,-81.773462453173,Exact/L,census,2026-09-03T22:59:10.736Z
"10953 SEMINOLE BLVD, LARGO, 33778",27.872181282538,-82.786978899572,Exact/R,census,2026-09-03T22:59:10.736Z
"10958, PORT ST LUCIE, 34987",,,google:APPROXIMATE-too-coarse,google,2026-09-04T01:08:56.076Z
"10959 CAUSEWAY BLVD, BRANDON, 33511",27.923026953513,-82.330541370223,Exact/R,census,2026-09-03T22:59:10.736Z
"10959 W COLONIAL DR STE 10, OCOEE, 34761",28.551687954317,-81.54139437241,Exact/L,census,2026-09-03T22:59:10.736Z
"10959 W COLONIAL DR UNIT 12, OCOEE, 34761",28.551687954317,-81.54139437241,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1096 COMMERCIAL WAY, SPRING HILL, 34606",28.447364225374,-82.633070262285,Exact/L,census,2026-09-03T22:59:10.736Z
"1096 N FERDON BLVD, CRESTVIEW, 32536",30.782154979804,-86.56051475267,Exact/L,census,2026-09-03T22:59:10.736Z
"1096 SCENIC GULF DR, MIRAMAR BEACH, 32550",30.375487426111,-86.366910269493,Exact/R,census,2026-09-03T22:59:10.736Z
"10960 B CROSS CREEK BLVD, TAMPA, 33647",28.143997336393,-82.282848255557,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"10961 N MILITARY TRL STE 123, PALM BEACH GARDENS, 33410",26.837488374396,-80.105376979405,Exact/L,census,2026-08-24T03:02:29.698Z
"10961 SW 40 ST, MIAMI, 33165",25.73227828245,-80.372924940322,Exact/R,census,2026-09-02T23:42:22.837Z
"10962 W COLONIAL DR, OCOEE, 34761",28.55157161806,-81.541553715581,Exact/R,census,2026-09-03T22:59:10.736Z
"10965 N MILITARY TRAIL STE 124/125, PALM BEACH GARDENS, 33410",26.837561426275,-80.105374696532,Exact/L,census,2026-08-24T03:02:29.698Z
"10968 WEST COLONIAL DRIVE, OCOEE, 34761",28.551570554912,-81.541633451811,Exact/R,census,2026-09-03T22:59:10.736Z
"1097 GRAND DUKE WAY, ROYAL PALM BEACH, 33411",26.69405193139,-80.20327823653,Exact/R,census,2026-08-24T03:02:29.698Z
"1097 N MILITARY TRAIL, WEST PALM BEACH, 33409",26.693595198648,-80.111702399611,Exact/L,census,2026-08-24T03:02:29.698Z
"1097 N MILITARY TRL, WEST PALM BEACH, 33409",26.693595198648,-80.111702399611,Exact/L,census,2026-08-24T03:02:29.698Z
"1097 S CLARKE RD, OCOEE, 34761",28.554317658526,-81.520439032299,Exact/R,census,2026-09-03T22:59:10.736Z
"1097 S PINELLAS AVE, TARPON SPRINGS, 34689",28.137714749815,-82.756571160415,Exact/L,census,2026-09-03T22:59:10.736Z
"1097 TAMIAMI TRL N, NOKOMIS, 34275",27.138202973364,-82.45822935841,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1097 W ORANGE BLOSSOM TRAIL, APOPKA, 32712",28.685619731007,-81.533860571852,Exact/L,census,2026-09-03T22:59:10.736Z
"10970 CROSS CREEK BLVD, TAMPA, 33647",28.143952459955,-82.282636695244,Exact/L,census,2026-09-03T22:59:10.736Z
"10970 S CLEVELAND AVE, FORT MYERS, 33907",26.580057600585,-81.872057376386,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"10971 N MILITARY TRL, PALM BEACH GARDENS, 33410",26.837671004093,-80.105371272222,Exact/L,census,2026-08-24T03:02:29.698Z
"10971 W COLONIAL DR, OCOEE, 34761",28.551685778978,-81.541586989921,Exact/L,census,2026-09-03T22:59:10.736Z
"10975 SW 40 ST, MIAMI, 33165",25.73227467479,-80.373187698635,Exact/R,census,2026-09-02T23:42:22.837Z
"10978 S OCEAN DR, JENSEN BEACH, 34957",27.264390849582,-80.201815526053,Exact/R,census,2026-09-03T22:59:10.736Z
"1098 E EAU GALLIE BLVD, INDIAN HARBOUR BEACH, 32937",28.138768029698,-80.582097612458,Exact/L,census,2026-09-03T22:59:10.736Z
"1098 E HILLSBORO BLVD, DEERFIELD BEACH, 33441",26.316558054996,-80.088774616128,Exact/R,census,2026-09-02T23:42:22.837Z
"1098 OVERCASH DR, DUNEDIN, 34698",28.020527210532,-82.756194622228,Exact/L,census,2026-09-03T22:59:10.736Z
"1098 W 29 ST, HIALEAH, 33012",25.847938001521,-80.30422011992,Exact/L,census,2026-09-02T23:42:22.837Z
"10980 0 HECKSCHER DR, JACKSONVILLE, 32226",30.4050046,-81.64933479999999,google:RANGE_INTERPOLATED,google,2026-09-04T01:08:56.076Z
"10980 HECKSCHER DR, JACKSONVILLE, 32226",30.4110212,-81.42050909999999,google:ROOFTOP,google,2026-09-04T01:08:56.076Z
"10980 W HWY 318, REDDICK, 32686",29.407056094348,-82.305291824014,Exact/R,census,2026-09-03T22:59:10.736Z
"10981 SW 186 ST, MIAMI, 33157",25.5960551,-80.3693795,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"1099 CLUBHOUSE RD, WINTER HAVEN, 33884",28.01345144363,-81.647700037345,Exact/R,census,2026-09-03T22:59:10.736Z
"1099 E 23 ST, HIALEAH, 33013",25.84366831885,-80.260136345856,Exact/L,census,2026-09-02T23:42:22.837Z
"1099 E EDWARD ST, LABELLE, 33935",26.780549431398,-81.46954903105,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1099 MACARTHUR CSWY, MIAMI, 33132",25.781826985067,-80.172902417744,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"1099 MCMULLEN BOOTH RD, CLEARWATER, 33759",27.976372759439,-82.708691378814,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"1099 MILLER DR, ALTAMONTE SPRINGS, 32701",28.683083025553,-81.351069203694,Exact/L,census,2026-09-03T22:59:10.736Z
"1099 N MILITARY TRL, HAVERHILL, 33409",26.693642763618,-80.111700590073,Exact/L,census,2026-08-24T03:02:29.698Z
"1099 N WICKHAM RD, MELBOURNE, 32935",28.125153443878,-80.671526644568,Exact/R,census,2026-09-03T22:59:10.736Z
"1099 NE 79 ST, MIAMI, 33138",25.84820260715,-80.174012638658,Exact/L,census,2026-09-02T23:42:22.837Z
"1099 NW 119 ST, NORTH MIAMI, 33168",25.883560086592,-80.216563036711,Exact/R,census,2026-09-02T23:42:22.837Z
"1099 NW 42 AVE, MIAMI, 33126",25.782373900448,-80.2640162027,Exact/L,census,2026-09-02T23:42:22.837Z
"1099 SE PORT ST LUCIE, PORT ST LUCIE, 34952",27.271913016228,-80.317826041487,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"1099 W ORANGE BLOSSOM TRAIL, APOPKA, 32712",28.685657329086,-81.533946747124,Exact/L,census,2026-09-03T22:59:10.736Z
"10990 BISCAYNE BLVD UNIT 12, MIAMI, 33161",25.876667001205,-80.168883704008,Exact/L,census,2026-09-02T23:42:22.837Z
"10990 BISCAYNE BLVD, MIAMI, 33161",25.876667001205,-80.168883704008,Exact/L,census,2026-09-02T23:42:22.837Z
"10990 MARKS WAY, MIRAMAR, 33025",25.975676162069,-80.294672452799,Exact/L,census,2026-09-02T23:42:22.837Z
"10991 SAN JOSE BLVD STE 6, JACKSONVILLE, 32223",30.175994389211,-81.627743106112,Exact/L,census,2026-09-03T22:59:10.736Z
"10991 SAN JOSE BLVD UNIT 29A, JACKSONVILLE, 32223",30.175994389211,-81.627743106112,Exact/L,census,2026-09-03T22:59:10.736Z
"10991 SAN JOSE BLVD UNIT 2A, JACKSONVILLE, 32223",30.175994389211,-81.627743106112,Exact/L,census,2026-09-03T22:59:10.736Z
"10994 NW STATE RD 20, BRISTOL, 32321",30.431839271766,-84.977451108001,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"10997 COLONIAL BLVD, FORT MYERS, 33913",26.613071286781,-81.777232209712,Exact/L,census,2026-09-03T22:59:10.736Z
"10997 FRONT BEACH RD, PANAMA CITY BEACH, 32407",30.181353213178,-85.814858132244,Exact/L,census,2026-09-03T22:59:10.736Z
"10998 OKEECHOBEE BLVD, ROYAL PALM BEACH, 33411",26.708136367579,-80.218238324881,Exact/R,census,2026-08-24T03:02:29.698Z
"10999 S OCEAN DR, JENSEN BEACH, 34957",27.264264211903,-80.201897094124,Exact/L,census,2026-09-03T22:59:10.736Z
"11 1 ST N, JACKSONVILLE BEACH, 32250",30.289547914943,-81.389647377821,Exact/R,census,2026-09-03T22:59:10.736Z
"11 CADIZ ST, SAINT AUGUSTINE, 32084",29.890956111863,-81.311188468276,Exact/R,census,2026-09-03T22:59:10.736Z
"11 CENTRAL AVE, ST PETERSBURG, 33701",27.771280170761,-82.632712485855,Exact/R,census,2026-09-03T22:59:10.736Z
"11 CYPRESS VIEW DR, NAPLES, 34113",26.058579020771,-81.706051916871,Exact/R,census,2026-09-03T22:59:10.736Z
"11 E SILVER SPRINGS BLVD, OCALA, 34470",29.187139781707,-82.136813210492,Exact/L,census,2026-09-03T22:59:10.736Z
"11 HANCOCK BRIDGE PKWY, CAPE CORAL, 33991",26.650157885826,-81.977672549837,Exact/R,census,2026-09-03T22:59:10.736Z
"11 MAGNOLIA AVE, SAINT AUGUSTINE, 32084",29.906687568786,-81.316354464602,Exact/R,census,2026-09-03T22:59:10.736Z
"11 N 3 ST, FERNANDINA BEACH, 32034",30.671402646443,-81.463008207921,Exact/L,census,2026-09-03T22:59:10.736Z
"11 N H ST, LAKE WORTH, 33460",26.616058752606,-80.058419177743,Exact/L,census,2026-08-24T03:02:29.698Z
"11 N OCEAN ST, JACKSONVILLE, 32202",30.326078935489,-81.656663948373,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"11 N STATE RD 7, PLANTATION, 33317",26.1214583,-80.2021743,google:ROOFTOP,google,2026-09-03T13:08:21.175Z
"11 NE 203 AVE, CROSS CITY, 32628",29.634899665794,-83.124708757387,Exact/R,census,2026-09-03T22:59:10.736Z
"11 OLD KINGS RD N, PALM COAST, 32137",29.554613611603,-81.21135749205,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"11 PALAFOX PL UNIT C, PENSACOLA, 32502",30.41265061467,-87.215415748216,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"11 PALAFOX PLACE UNIT B, PENSACOLA, 32502",30.41265061467,-87.215415748216,Non_Exact/R,census,2026-09-03T22:59:10.736Z
"11 ROHDE AVE, SAINT AUGUSTINE, 32084",29.900984907602,-81.316832626405,Exact/R,census,2026-09-03T22:59:10.736Z
"11 ROUND TABLE LN, PALM COAST, 32164",29.514136858331,-81.243786758213,Exact/L,census,2026-09-03T22:59:10.736Z
"11 S LAKE ST, CRESCENT CITY, 32112",29.430024415102,-81.506875854545,Exact/R,census,2026-09-03T22:59:10.736Z
"11 S ROSCOE BLVD, PNTE VDRA BCH, 32082",30.175468256489,-81.400048735968,Non_Exact/L,census,2026-09-03T22:59:10.736Z
"11 S SEMINOLE AVE, FORT MEADE, 33841",27.751098201972,-81.802775895714,Exact/L,census,2026-09-03T22:59:10.736Z
"11 S WASHINGTON AVE, TITUSVILLE, 32796",28.615246499227,-80.807469751556,Exact/L,census,2026-09-03T22:59:10.736Z
"11 SE 1 AVE, GAINESVILLE, 32601",29.651004122893,-82.32475613428,Exact/R,census,2026-09-03T22:59:10.736Z
"11 SE 10 ST CITIZEN HOTEL - LOBBY, MIAMI, 33130",25.764549054909,-80.193107835692,Non_Exact/L,census,2026-09-02T23:42:22.837Z
"11 SE 10TH STREET, MIAMI, 33131",25.764549054909,-80.193107835692,Exact/L,census,2026-09-02T23:42:22.837Z
"11 SE 4 AVE, DELRAY BEACH, 33483",26.461419200221,-80.068991278828,Exact/L,census,2026-08-24T03:02:29.698Z
"11 SE 4TH AVE, DELRAY BEACH, 33483",26.461419200221,-80.068991278828,Exact/L,census,2026-08-24T03:02:29.698Z
"11 SOUTH COURT AVE, ORLANDO, 32801",28.542014478503,-81.377967669478,Exact/R,census,2026-09-03T22:59:10.736Z
"11 SOUTH POINTE DRIVE, DANIA BEACH, 33004",26.051629618804,-80.15971604681,Exact/R,census,2026-09-02T23:42:22.837Z
"11 SOUTH SAFFORD AVENUE, TARPON SPRINGS, 34689",28.146141408918,-82.754562988841,Exact/L,census,2026-09-03T22:59:10.736Z
"11 W BURGESS RD, PENSACOLA, 32503",30.497250918154,-87.255317965446,Exact/L,census,2026-09-03T22:59:10.736Z
"11 W GRANADA BLVD, ORMOND BEACH, 32174",29.285679023962,-81.055968844896,Exact/R,census,2026-09-03T22:59:10.736Z
"11 WASHINGTON AVE, MIAMI BEACH, 33139",25.769033749521,-80.135290668457,Exact/R,census,2026-09-02T23:42:22.837Z
"110 1 ST, NEPTUNE BEACH, 32266",30.32448913341,-81.396175347475,Exact/R,census,2026-09-03T22:59:10.736Z
