n,establishment_id,business_name,address,city,zip,geocoded_lat,geocoded_lng,geocode_quality,satellite_link,address_search_link,verdict,true_lat,true_lng,cause,notes
63,"2338852|2010|705 W FLAGLER ST, MIAMI, 33130",AREPERA ARAGUANEY 1,705 W FLAGLER ST,MIAMI,33130,25.77382543664,-80.206185215258,Exact/R,"https://www.google.com/maps/place/25.77382543664,-80.206185215258/@25.77382543664,-80.206185215258,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=705%20W%20FLAGLER%20ST%2C%20MIAMI%2C%20FL%2033130,,,,,
64,"2333731|2010|2901 COLLINS AVE, MIAMI BEACH, 33140",TROPICALE,2901 COLLINS AVE,MIAMI BEACH,33140,25.805025275492,-80.12490313745,Exact/R,"https://www.google.com/maps/place/25.805025275492,-80.12490313745/@25.805025275492,-80.12490313745,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=2901%20COLLINS%20AVE%2C%20MIAMI%20BEACH%2C%20FL%2033140,,,,,
65,"2334164|2010|7845 N HIALEAH GARDENS BLVD, HIALEAH, 33018",POLLO TROPICAL #128,7845 N. HIALEAH GARDENS BLVD.,HIALEAH,33018,25.8938724,-80.35071219999999,google:ROOFTOP,"https://www.google.com/maps/place/25.8938724,-80.35071219999999/@25.8938724,-80.35071219999999,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=7845%20N.%20HIALEAH%20GARDENS%20BLVD.%2C%20HIALEAH%2C%20FL%2033018,,,,,
66,"2336052|2010|2101 NW 17 AVENUE, MIAMI, 33142",PIZZA HUT,2101 NW 17 AVENUE,MIAMI,33142,25.795728876934,-80.223254301433,Exact/R,"https://www.google.com/maps/place/25.795728876934,-80.223254301433/@25.795728876934,-80.223254301433,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=2101%20NW%2017%20AVENUE%2C%20MIAMI%2C%20FL%2033142,,,,,
67,"2330118|2010|250 E PALM DR SUITE F-20, FLORIDA CITY, 33034",INKAS GRILL CORP.,250 E PALM DR SUITE F-20,FLORIDA CITY,33034,25.448047426488,-80.47381860306,Exact/R,"https://www.google.com/maps/place/25.448047426488,-80.47381860306/@25.448047426488,-80.47381860306,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=250%20E%20PALM%20DR%20SUITE%20F-20%2C%20FLORIDA%20CITY%2C%20FL%2033034,,,,,
68,"2332333|2010|16311 SW 88 ST, MIAMI, 33196",MOON THAI & JAPANESE,16311 SW 88 ST,MIAMI,33196,25.684124070737,-80.456625713513,Exact/L,"https://www.google.com/maps/place/25.684124070737,-80.456625713513/@25.684124070737,-80.456625713513,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=16311%20SW%2088%20ST%2C%20MIAMI%2C%20FL%2033196,,,,,
69,"2327874|2010|1533 WASHINGTON AVE, MIAMI BEACH, 33139",AL BASHA GRILL,1533 WASHINGTON AVE,MIAMI BEACH,33139,25.788125551152,-80.131721464836,Exact/R,"https://www.google.com/maps/place/25.788125551152,-80.131721464836/@25.788125551152,-80.131721464836,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1533%20WASHINGTON%20AVE%2C%20MIAMI%20BEACH%2C%20FL%2033139,,,,,
70,"2338731|2010|110 ALHAMBRA CIR, CORAL GABLES, 33134",MISTER O1 EXTRAORDINARY PIZZA,110 ALHAMBRA CIR,CORAL GABLES,33134,25.752128634099,-80.258637765624,Exact/L,"https://www.google.com/maps/place/25.752128634099,-80.258637765624/@25.752128634099,-80.258637765624,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=110%20ALHAMBRA%20CIR%2C%20CORAL%20GABLES%2C%20FL%2033134,,,,,
71,"2324348|2010|13700 SW 84 ST, MIAMI, 33183",OFF THE WALL GAMEZONE,13700 SW 84 ST,MIAMI,33183,25.688433879287,-80.416234054487,Exact/L,"https://www.google.com/maps/place/25.688433879287,-80.416234054487/@25.688433879287,-80.416234054487,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=13700%20SW%2084%20ST%2C%20MIAMI%2C%20FL%2033183,,,,,
72,"2328988|2010|20500 S DIXIE HWY, CUTLER BAY, 33189",Y & O PERUVIAN FOOD LLC,20500 S DIXIE HWY,CUTLER BAY,33189,25.576598262298,-80.371628197407,Non_Exact/R,"https://www.google.com/maps/place/25.576598262298,-80.371628197407/@25.576598262298,-80.371628197407,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=20500%20S%20DIXIE%20HWY%2C%20CUTLER%20BAY%2C%20FL%2033189,,,,,
73,"2338838|2010|5911 NW 36 ST UNIT 2, VIRGINIA GARDENS, 33166",HOLIDAY INN EXPRESS & SUITES MIAMI INTL AIRPORT 36 ST,5911 NW 36 ST UNIT 2,VIRGINIA GARDENS,33166,25.807647577445,-80.292570858328,Exact/R,"https://www.google.com/maps/place/25.807647577445,-80.292570858328/@25.807647577445,-80.292570858328,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=5911%20NW%2036%20ST%20UNIT%202%2C%20VIRGINIA%20GARDENS%2C%20FL%2033166,,,,,
74,"2324141|2010|7200 SW 117 AVE, MIAMI, 33183",SHOOTERS BILLIARDS,7200 SW 117 AVE,MIAMI,331833802,25.700643149806,-80.382182848169,Exact/R,"https://www.google.com/maps/place/25.700643149806,-80.382182848169/@25.700643149806,-80.382182848169,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=7200%20SW%20117%20AVE%2C%20MIAMI%2C%20FL%2033183,,,,,
75,"2338086|2010|60 WESTWARD DR, MIAMI SPRING, 33166",PURE JUICE BAR,60 WESTWARD DR,MIAMI SPRING,33166,25.821219834802,-80.282791802462,Exact/L,"https://www.google.com/maps/place/25.821219834802,-80.282791802462/@25.821219834802,-80.282791802462,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=60%20WESTWARD%20DR%2C%20MIAMI%20SPRING%2C%20FL%2033166,,,,,
76,"2328194|2010|607 LINCOLN RD, MIAMI BEACH, 33139",OSTERIA DA FORTUNATA,607 LINCOLN RD,MIAMI BEACH,33139,25.79067099577,-80.134457139575,Exact/R,"https://www.google.com/maps/place/25.79067099577,-80.134457139575/@25.79067099577,-80.134457139575,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=607%20LINCOLN%20RD%2C%20MIAMI%20BEACH%2C%20FL%2033139,,,,,
77,"2330449|2010|1252 CORAL WAY, MIAMI, 33145",NEME GASTRO BAR,1252 CORAL WAY,MIAMI,33145,25.751029276778,-80.213757768252,Exact/L,"https://www.google.com/maps/place/25.751029276778,-80.213757768252/@25.751029276778,-80.213757768252,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1252%20CORAL%20WAY%2C%20MIAMI%2C%20FL%2033145,,,,,
78,"2326404|2010|1130 NORMANDY DR, MIAMI BEACH, 33141",7TYONE,1130 NORMANDY DR,MIAMI BEACH,33141,25.855673397312,-80.13013904405,Exact/L,"https://www.google.com/maps/place/25.855673397312,-80.13013904405/@25.855673397312,-80.13013904405,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1130%20NORMANDY%20DR%2C%20MIAMI%20BEACH%2C%20FL%2033141,,,,,
79,"2338478|2010|326 SE 1ST AVE, FLORIDA CITY, 33034",CHICK-FIL-A FLORIDA CITY,326 SE 1ST AVE,FLORIDA CITY,33034,25.466662153744,-80.476979087129,Exact/R,"https://www.google.com/maps/place/25.466662153744,-80.476979087129/@25.466662153744,-80.476979087129,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=326%20SE%201ST%20AVE%2C%20FLORIDA%20CITY%2C%20FL%2033034,,,,,
80,"2338007|2010|9543 HARDING AVE, SURFSIDE, 33154",BAGEL BOSS,9543 HARDING  AVE,SURFSIDE,33154,25.886021368594,-80.123559562073,Exact/R,"https://www.google.com/maps/place/25.886021368594,-80.123559562073/@25.886021368594,-80.123559562073,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=9543%20HARDING%20%20AVE%2C%20SURFSIDE%2C%20FL%2033154,,,,,
81,"2328647|2010|3462 MAIN HWY, MIAMI, 33133",MERAKI GREEK BISTRO COCONUT GROVE,3462 MAIN HWY,MIAMI,33133-5916,25.726877822965,-80.243661142299,Exact/R,"https://www.google.com/maps/place/25.726877822965,-80.243661142299/@25.726877822965,-80.243661142299,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=3462%20MAIN%20HWY%2C%20MIAMI%2C%20FL%2033133,,,,,
82,"2338802|2010|1510 SW 8 ST, MIAMI, 33135",EL EXQUISITO,1510 SW 8 ST,MIAMI,33135,25.765650675322,-80.219766760285,Exact/L,"https://www.google.com/maps/place/25.765650675322,-80.219766760285/@25.765650675322,-80.219766760285,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1510%20SW%208%20ST%2C%20MIAMI%2C%20FL%2033135,,,,,
83,"2336618|2010|6600 BISCAYNE BLVD, MIAMI, 33138",UPTOWN 66 TAQUERIA,6600 BISCAYNE BLVD,MIAMI,33138,25.836584146662,-80.184236086508,Exact/R,"https://www.google.com/maps/place/25.836584146662,-80.184236086508/@25.836584146662,-80.184236086508,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=6600%20BISCAYNE%20BLVD%2C%20MIAMI%2C%20FL%2033138,,,,,
84,"2321406|2010|2269 DAN MARINO BLVD STAND C130A, MIAMI, 33056",130A AVO EATS,"2269 DAN MARINO BLVD, STAND # C130A",MIAMI,330562600,25.8055072,-80.1892147,google:ROOFTOP,"https://www.google.com/maps/place/25.8055072,-80.1892147/@25.8055072,-80.1892147,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=2269%20DAN%20MARINO%20BLVD%2C%20STAND%20%23%20C130A%2C%20MIAMI%2C%20FL%2033056,,,,,
85,"2338427|2010|8394 SW 40 ST, MIAMI, 33155",PINECREST BAKERY,8394 SW 40 ST,MIAMI,33155,25.733137768921,-80.331489342971,Exact/L,"https://www.google.com/maps/place/25.733137768921,-80.331489342971/@25.733137768921,-80.331489342971,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=8394%20SW%2040%20ST%2C%20MIAMI%2C%20FL%2033155,,,,,
86,"2330037|2010|10739 NW 58 ST, DORAL, 33178",CHINA WOK,10739 NW 58 ST,DORAL,33178,25.826139274899,-80.367423602089,Exact/R,"https://www.google.com/maps/place/25.826139274899,-80.367423602089/@25.826139274899,-80.367423602089,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=10739%20NW%2058%20ST%2C%20DORAL%2C%20FL%2033178,,,,,
87,"2338511|2010|4259 W FLAGLER ST, CORAL GABLES, 33134",TEQUED,4259 W FLAGLER ST,CORAL GABLES,33134,25.77170465817,-80.264860494073,Exact/R,"https://www.google.com/maps/place/25.77170465817,-80.264860494073/@25.77170465817,-80.264860494073,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=4259%20W%20FLAGLER%20ST%2C%20CORAL%20GABLES%2C%20FL%2033134,,,,,
88,"2334983|2010|1099 NE 79 ST, MIAMI, 33138",FERRARO'S KITCHEN,1099 NE 79 ST,MIAMI,33138,25.84820260715,-80.174012638658,Exact/L,"https://www.google.com/maps/place/25.84820260715,-80.174012638658/@25.84820260715,-80.174012638658,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1099%20NE%2079%20ST%2C%20MIAMI%2C%20FL%2033138,,,,,
89,"2327690|2010|3820 SW 137 AVE, MIAMI, 33175",DOMINO'S PIZZA #4931,3820 SW 137 AVE,MIAMI,33175,25.732399113302,-80.415887808583,Exact/R,"https://www.google.com/maps/place/25.732399113302,-80.415887808583/@25.732399113302,-80.415887808583,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=3820%20SW%20137%20AVE%2C%20MIAMI%2C%20FL%2033175,,,,,
90,"2331482|2010|295 NW 82 AVE, MIAMI, 33126",ASHOKA INDIAN CUISINE,295 NW 82 AVE,MIAMI,33126,25.77355549069,-80.328675551478,Exact/L,"https://www.google.com/maps/place/25.77355549069,-80.328675551478/@25.77355549069,-80.328675551478,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=295%20NW%2082%20AVE%2C%20MIAMI%2C%20FL%2033126,,,,,
91,"2336484|2010|7927 NW 7 AVE, MIAMI, 33150",DOUBLE TREE BY HILTON MIAMI NORTH I-95,7927 NW 7 AVE,MIAMI,33150,25.847677307205,-80.209084316539,Exact/R,"https://www.google.com/maps/place/25.847677307205,-80.209084316539/@25.847677307205,-80.209084316539,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=7927%20NW%207%20AVE%2C%20MIAMI%2C%20FL%2033150,,,,,
92,"2336909|2010|6101 SUNSET DR STE 2, SOUTH MIAMI, 33143",PLA-TU SUSHI THAI TAPAS,6101 SUNSET DR STE 2,SOUTH MIAMI,33143,25.704264355327,-80.291985793502,Exact/R,"https://www.google.com/maps/place/25.704264355327,-80.291985793502/@25.704264355327,-80.291985793502,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=6101%20SUNSET%20DR%20STE%202%2C%20SOUTH%20MIAMI%2C%20FL%2033143,,,,,
93,"2330215|2010|9260 SW 72 ST, MIAMI, 33173",LISA'S SUNSET CAFE,9260 SW 72 ST,MIAMI,33173,25.701864149488,-80.343378169014,Exact/L,"https://www.google.com/maps/place/25.701864149488,-80.343378169014/@25.701864149488,-80.343378169014,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=9260%20SW%2072%20ST%2C%20MIAMI%2C%20FL%2033173,,,,,
94,"2320261|2010|8300 W FLAGLER 20, MIAMI, 33144",LITTLE CAESARS PIZZA #2217,8300 W FLAGLER #20,MIAMI,331442096,25.769669222202,-80.330283314488,Non_Exact/L,"https://www.google.com/maps/place/25.769669222202,-80.330283314488/@25.769669222202,-80.330283314488,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=8300%20W%20FLAGLER%20%2320%2C%20MIAMI%2C%20FL%2033144,,,,,
95,"2327061|2010|1356 PALM AVE, HIALEAH, 33010",HERMANOS MENDOSA FRITANGA REST,1356 PALM AVE,HIALEAH,33010,25.834065257392,-80.281843730695,Exact/L,"https://www.google.com/maps/place/25.834065257392,-80.281843730695/@25.834065257392,-80.281843730695,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1356%20PALM%20AVE%2C%20HIALEAH%2C%20FL%2033010,,,,,
96,"2332046|2010|7600 N KENDALL DR, MIAMI, 33156",ALOFT MIAMI DADELAND,7600 N KENDALL DR,MIAMI,33156,25.688388814067,-80.320076457358,Exact/L,"https://www.google.com/maps/place/25.688388814067,-80.320076457358/@25.688388814067,-80.320076457358,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=7600%20N%20KENDALL%20DR%2C%20MIAMI%2C%20FL%2033156,,,,,
97,"2332402|2010|7601 E TREASURE DRIVE CU 3, NORTH BAY VILLAGE, 33141",EPY CAFE INC,7601 E TREASURE DRIVE CU 3,NORTH BAY VILLAGE,33141,25.847264494076,-80.146184570906,Non_Exact/R,"https://www.google.com/maps/place/25.847264494076,-80.146184570906/@25.847264494076,-80.146184570906,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=7601%20E%20TREASURE%20DRIVE%20CU%203%2C%20NORTH%20BAY%20VILLAGE%2C%20FL%2033141,,,,,
98,"2328586|2010|1575 SW 8 ST, MIAMI, 33135",DOMINO'S PIZZA #5186,1575 SW 8 ST,MIAMI,33135,25.765729034853,-80.22085381308,Exact/R,"https://www.google.com/maps/place/25.765729034853,-80.22085381308/@25.765729034853,-80.22085381308,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=1575%20SW%208%20ST%2C%20MIAMI%2C%20FL%2033135,,,,,
99,"2338582|2010|900 S MIAMI AVE STE 129, MIAMI, 33130",PLAYA BOWLS,900 S MIAMI AVE STE 129,MIAMI,33130,25.76538740813,-80.193342901449,Exact/R,"https://www.google.com/maps/place/25.76538740813,-80.193342901449/@25.76538740813,-80.193342901449,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=900%20S%20MIAMI%20AVE%20STE%20129%2C%20MIAMI%2C%20FL%2033130,,,,,
100,"2326076|2010|987 N HOMESTEAD BLVD, HOMESTEAD, 33030",TACO BELL #042911,987 N HOMESTEAD BLVD,HOMESTEAD,33030,25.478235738118,-80.464561826913,Exact/L,"https://www.google.com/maps/place/25.478235738118,-80.464561826913/@25.478235738118,-80.464561826913,20z/data=!3m1!1e3",https://www.google.com/maps/search/?api=1&query=987%20N%20HOMESTEAD%20BLVD%2C%20HOMESTEAD%2C%20FL%2033030,,,,,
